NWCG_REPORTING_UNIT_NAME,DISCOVERY_TIME,STAT_CAUSE_DESCR,STATE,temperature(C),date
West Virginia Division of Forestry,1947,Debris Burning,WV,8.3588505,3/14/2014
Missouri Department of Conservation,1704,Miscellaneous,MO,16.627375,3/14/2014
Kentucky Division of Forestry,1705,Miscellaneous,KY,12.0805,3/14/2014
West Virginia Division of Forestry,1927,Debris Burning,WV,12.048212,3/14/2014
Hoosier National Forest,1755,Debris Burning,IN,12.143,3/14/2014
Flint Hills National Wildlife Refuge,1645,Miscellaneous,KS,14.052118,3/14/2014
West Virginia Division of Forestry,1730,Arson,WV,13.615656,3/14/2014
Missouri Department of Conservation,1654,Arson,MO,16.627375,3/14/2014
Missouri Department of Conservation,1614,Arson,MO,16.627375,3/14/2014
West Virginia Division of Forestry,1838,Equipment Use,WV,13.588312,3/14/2014
Wayne National Forest,1911,Debris Burning,OH,13.615656,3/14/2014
Missouri Department of Conservation,1858,Miscellaneous,MO,15.494562,3/14/2014
Wayne National Forest,1915,Arson,OH,13.615656,3/14/2014
Nevada-Yuba-Placer Unit,1452,Debris Burning,CA,16.978937,3/14/2014
West Virginia Division of Forestry,1747,Powerline,WV,12.873468,3/14/2014
Nevada-Yuba-Placer Unit,1434,Debris Burning,CA,16.978937,3/14/2014
West Virginia Division of Forestry,1825,Equipment Use,WV,11.770868,3/14/2014
Maryland Department of Natural Resources Forest Service,1733,Campfire,MD,7.662805,3/14/2014
Pennsylvania Division of Forest Fire Protection,1913,Arson,PA,8.250635,3/14/2014
New Jersey Forest Fire Service,1830,Campfire,NJ,5.0436645,3/14/2014
Nebraska Department of Forestry,1743,Debris Burning,NE,13.970087,3/14/2014
Tehama-Glenn Unit,1632,Missing/Undefined,CA,17.048212,3/14/2014
Lassen-Modoc Unit,1435,Debris Burning,CA,9.698877,3/14/2014
Fire Department of New York,1841,Miscellaneous,NY,2.3405395,3/14/2014
Pennsylvania Division of Forest Fire Protection,1910,Campfire,PA,7.9830565,3/14/2014
Wisconsin Department of Natural Resources,1616,Equipment Use,WI,3.4783874,3/14/2014
Standing Rock Agency,1740,Arson,ND,5.897119,3/14/2014
Yakama Agency,1600,Debris Burning,WA,8.211573,3/14/2014
Washington State Headquarters,1415,Lightning,WA,3.2757506,3/14/2014
Louisiana Office of Forestry,2130,Arson,LA,25.485987,5/21/2014
Papago Agency,2000,Miscellaneous,AZ,27.25857,5/21/2014
Monte Vista Unit,1811,Missing/Undefined,CA,11.04217,5/21/2014
Arizona State Forestry Division - State Office,1943,Missing/Undefined,AZ,31.023706,5/21/2014
Riverside Unit,1740,Miscellaneous,CA,12.897638,5/21/2014
San Joaquin River National Wildlife Refuge,1730,Equipment Use,CA,19.116114,5/21/2014
New Jersey Forest Fire Service,2028,Miscellaneous,NJ,19.251612,5/21/2014
New Jersey Forest Fire Service,2110,Equipment Use,NJ,19.321924,5/21/2014
Fire Department of New York,2218,Miscellaneous,NY,21.220362,5/21/2014
